,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
305,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006
306,0.508,0.404,10,-11.092,1,0.0788,0.664,0.0,0.104,0.129,81.713
307,0.32,0.242,9,-19.773,1,0.0498,0.987,0.949,0.0924,0.115,145.722
308,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799
309,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91
310,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983
311,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
312,0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.503,142.002
313,0.656,0.609,8,-6.025,1,0.0285,0.0357,0.0,0.0973,0.0872,118.036
314,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055
315,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801
316,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795
317,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011
318,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
319,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
320,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887
321,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048
322,0.714,0.434,4,-11.542,1,0.0396,0.697,0.0,0.0919,0.352,123.942
323,0.689,0.379,0,-6.256,0,0.0305,0.773,0.0,0.104,0.47,100.029
324,0.671,0.153,0,-13.569,1,0.0404,0.912,5.53e-05,0.0771,0.658,85.6
325,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31
326,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012
327,0.397,0.0666,7,-20.405,1,0.0383,0.963,0.158,0.107,0.0389,137.313
328,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26
329,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021
330,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088
331,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255
332,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97
333,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
334,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96
335,0.365,0.277,5,-12.262,0,0.0353,0.541,2.87e-05,0.38,0.2,173.264
336,0.52,0.316,8,-8.856,0,0.0303,0.873,1.39e-05,0.104,0.267,84.839
337,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262
338,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099
339,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917
340,0.599,0.471,11,-6.806,1,0.0281,0.0952,0.0,0.0996,0.141,109.941
341,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
342,0.541,0.153,6,-10.654,1,0.0303,0.882,1.66e-06,0.16,0.359,139.644
343,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185
344,0.502,0.168,1,-14.061,1,0.0486,0.885,0.0,0.111,0.355,112.881
345,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98
346,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976
347,0.476,0.686,1,-5.019,0,0.11,0.183,0.0,0.0997,0.243,152.617
348,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
349,0.728,0.544,11,-8.939,0,0.293,0.0644,0.0,0.131,0.355,82.009
350,0.499,0.494,2,-6.069,0,0.0264,0.0646,0.0,0.182,0.129,77.011
351,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661
