,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
302,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891
303,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
304,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956
305,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99
306,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022
307,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066
308,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162
309,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952
310,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932
311,0.687,0.895,9,-2.983,1,0.0474,0.149,0.00592,0.121,0.686,124.041
312,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015
313,0.526,0.818,3,-5.952,1,0.0358,0.0587,0.0,0.333,0.896,171.96
314,0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002
315,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029
316,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003
317,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026
318,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18e-06,0.094,0.823,122.959
319,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97
320,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977
321,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051
322,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702
323,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884
324,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032
325,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02
326,0.792,0.895,1,-3.112,0,0.0587,0.165,0.0,0.0501,0.793,94.968
327,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056
328,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009
329,0.788,0.4,2,-6.454,1,0.115,0.454,0.000141,0.0686,0.558,97.936
330,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01
331,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919
332,0.673,0.729,6,-4.879,1,0.0496,0.083,0.0,0.1,0.675,122.023
333,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.827,105.039
334,0.626,0.849,7,-3.662,1,0.123,0.0732,0.0,0.593,0.898,138.997
335,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011
336,0.599,0.831,11,-4.188,1,0.0439,0.0603,0.0,0.204,0.624,132.019
337,0.761,0.739,6,-3.591,1,0.0369,0.178,3.35e-06,0.23,0.656,118.997
338,0.678,0.735,7,-5.996,1,0.0617,0.234,0.0,0.423,0.71,150.091
339,0.662,0.807,10,-3.285,1,0.0411,0.293,3.55e-06,0.189,0.772,103.031
340,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035
341,0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059
342,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039
343,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027
344,0.733,0.886,2,-1.856,0,0.0426,0.0481,1.81e-06,0.191,0.696,126.031
345,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022
346,0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.658,149.836
347,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984
348,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049
349,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062
